"Course_number","Course_name","Permanent_course_number","Credits","Teacher"
"1122_130214","社區實證基礎的介入與實踐","MDPH30107","2.00","陳娟瑜、林逸芬、雷文玫、陳信任"
"1122_130215","健康政法實證討論(碩)","MDPH30003","2.00","雷文玫、郭文華、楊振昌、黃心苑、黃嵩立、周穎政、楊秀儀、鄧宗業、簡莉盈、陳娟瑜、蒲正筠、梁立霖、黃宣穎、林雅萍"
"1122_130216","生物統計與資料科學實證討論(碩)","MDPH30049","2.00","郭炤裕、林明薇、林逸芬、陳瓊梅"
"1122_130217","流行病學實證討論(碩)","MDPH30041","2.00","東雅惠、楊振昌、林明薇、黃心苑、周穎政、陳娟瑜、陳信任、莊宜芳、潘文驥、劉家軒"
"1122_130218","流行病學研究法","MDPH30032","2.00","周碧瑟"
"1122_130219","流行病學實證研究","MDPH30042","2.00","周碧瑟"
"1122_130220","進階流行病學研究設計","MDPH30084","3.00","陳信任、莊宜芳、東雅惠、劉家軒"
"1122_130221","制定衛生政策","MDPH30114","2.00","鄧宗業"
"1122_130222","衛生質性研究概論","MDPH30113","2.00","黃宣穎"
"1122_130223","系統性文獻回顧與統合分析","MDPH30066","2.00","鄭浩民、莊紹源"
"1122_130224","老化流行病學","MDPH30073","2.00","莊宜芳、藍祚運"
"1122_130225","流行病學教學實務","MDPH30033","2.00","潘文驥、鄭浩民、陳信任、莊宜芳、蕭金福、詹大千"
"1122_130226","公共衛生營養：生命史與環境觀點","MDPH30018","2.00","陳信任"
"1122_130227","統計計算","MDPH30067","1.00","楊欣洲"
"1122_130228","健康政法實證討論(博)","MDPH30002","2.00","雷文玫、郭文華、楊振昌、黃心苑、黃嵩立、周穎政、楊秀儀、鄧宗業、簡莉盈、陳娟瑜、蒲正筠、梁立霖、黃宣穎、林雅萍"
"1122_130229","生物統計與資料科學實證討論(博)","MDPH30048","2.00","郭炤裕、林明薇、林逸芬、陳瓊梅"
"1122_130230","流行病學實證討論(博)","MDPH30040","2.00","楊振昌、林明薇、黃心苑、周穎政、陳娟瑜、陳信任、莊宜芳、潘文驥、東雅惠、劉家軒"
"1122_130231","女性主義生命倫理學","MDPH30110","2.00","林雅萍"
"1122_130232","臨床試驗研究設計與實務","MDPH30115","2.00","林明薇"
"1122_130300","基因治療與基因編輯文獻選讀四","MDCM30060","1.00","鄭彥甫、牛道明"
"1122_130301","慢性病流行病學研究","MDCM30021","1.00","許志成"
"1122_130302","遺傳門診實習(三)","MDCM30067","2.00","牛道明"
"1122_130303","臨床試驗與轉譯醫學概論","MDCM30064","2.00","李光申、何慧君、黃怡翔、吳俊穎、李美璇、陳世彬、雷文玫、賴峻毅、林進清、郭英調、劉致顯"
"1122_130304","醫學研究動物模式與技術","MDCM30052","1.00","施俊哲、葉添順、邱士華、黃柏勳、林惠菁、張世霖"
"1122_130305","癌症藥物開發及臨床試驗","MDCM30062","2.00","賴峻毅"
"1122_130306","疾病的分子與病理機轉","MDCM30025","2.00","吳肇卿、王錦鈿、楊慕華、洪榮志、陳世彬、楊智宇、陳斯婷、詹宇鈞、李建賢、林幸榮、周德盈、牛道明、洪成志"
"1122_130307","再生生物醫學特論","MDCM30005","2.00","李光申、何慧君、楊慕華、黃柏勳、楊智宇、陳志強、李怡慧、翁仕明、郭紘志、鄭明德、周秀慧、賴峻毅"
"1122_130308","基因體醫學","MDCM30008","2.00","李光申、胡瑜峰、黃宣誠、楊慕華、吳俊穎、陳世彬、楊智宇、陳斯婷、蔡明翰、阮麗蓉、張偉嶠、牛道明、黃韻如、周祐吉"
"1122_130309","分子細胞生物學研究技術及實習","MDCM30006","4.00","楊慕華、楊永正、高甫仁、王錦鈿、黃奇英、邱士華、陳斯婷、周德盈、牛道明、施俊哲、陳志學、曾才郁、吳肇卿"
"1122_130310","神經症狀學","MDCM30026","1.00","陳世彬"
"1122_130311","臨床試驗特論","MDCM30063","1.00","黃柏勳、楊永正、林明薇、吳俊穎、蘇建維"
"1122_130312","專題討論(碩士班中文)","MDCM30017","1.00","王錦鈿、李光申、楊慕華、黃怡翔、黃柏勳、李美璇、陳世彬、楊智宇、嵇達德、陳斯婷、賴峻毅、蘇建維、羅秀容、謝世良、梁毓津"
"1122_130313","專題討論(碩士班英文)","MDCM30018","1.00","臨醫所碩、王錦鈿、李光申、楊慕華、黃怡翔、李美璇、陳世彬、楊智宇、陳斯婷、賴峻毅、蘇建維、牛道明、梁毓津、吳肇卿"
"1122_130314","論文研究(碩士班二年級)","MDCM30045","0.00","王錦鈿、李光申、楊慕華、黃怡翔、黃柏勳、李美璇、陳世彬、楊智宇、陳斯婷、賴峻毅"
"1122_130315","智慧醫療與人工智慧","MDCM30065","1.00","李光申、鄭彥甫、胡瑜峰、楊智傑、周承復、曹昱、朱原嘉、梁文議"
"1122_130316","論文研究(碩士班三年級)","MDCM30044","0.00","王錦鈿"
"1122_130317","遺傳統計","MDCM30048","2.00","藍祚鴻"
"1122_130400","組織學實驗","MDAC30017","2.00","傅毓秀、葉添順、鄭瓊娟、李學德、王先逸、郭曉縈、蔣偉程"
"1122_130401","組織學實驗","MDAC30016","1.00","葉添順、傅毓秀、鄭瓊娟、李學德、王先逸、郭曉縈、蔣偉程"
"1122_130402","基礎與臨床人體神經解剖學","MDAC30003","3.00","侯珮珊、傅毓秀、鄭瓊娟、王先逸、蔡佩君、郭曉縈、陳天華"
"1122_130403","神經解剖學實驗","MDAC30011","0.50","陳天華、傅毓秀、鄭瓊娟、王先逸、蔡佩君、郭曉縈、侯珮珊"
"1122_130404","細胞生物學","MDAC30013","2.00","葉添順、游麗如、傅淑玲、鄭瓊娟、李新城、李怡萱、兵岳忻、李學德、王湘翠"
"1122_130405","專題討論(中)","MDAC30007","2.00","蔡佩君、葉添順、郭曉縈"
"1122_130406","專題討論(英)","MDAC30008","2.00","侯珮珊、鄭瓊娟、王先逸"
"1122_130407","胚胎學","MDAC30018","2.00","侯珮珊、葉添順、陳燕彰、李學德、王先逸、郭曉縈"
"1122_130408","神經血管疾病研究設計科學","MDAC30009","2.00","李學德"
"1122_130409","綜合發育神經學","MDAC30001","2.00","侯珮珊、王先逸"
"1122_130410","細胞生物學基本技術","MDAC30014","2.00","侯珮珊、傅毓秀、葉添順、鄭瓊娟、李學德、王先逸、郭曉縈、楊安航、賴品光"
"1122_130411","神經解剖學","MDAC30010","2.00","侯珮珊、傅毓秀、鄭瓊娟、王先逸、蔡佩君、郭曉縈、陳天華"
"1122_130412","基因操作及表現","MDAC30004","2.00","葉添順、曾才郁"
"1122_130413","組織學","MDAC30015","2.00","傅毓秀、葉添順、鄭瓊娟、呂春敏、李學德、王先逸、郭曉縈、蔣偉程"
"1122_130414","發聲溝通研究方法專論","MDAC30027","2.00","郭曉縈"
"1122_130415","幹細胞治療學","MDAC30025","2.00","傅毓秀"
"1122_130500","醫療品質管理","MDHH30064","2.00","鄧宗業、陳?宜"
"1122_130501","醫務管理專題討論(二)","MDHH30084","1.00","鄧宗業、黃心苑、郎慧珠、蒲正筠、林寬佳、李威儒、潘美連、陳翎、陳?宜"
"1122_130502","病人安全與風險管理","MDHH30034","2.00","陳?宜、張瑞廷"
"1122_130503","醫療決策分析","MDHH30062","2.00","郎慧珠"
"1122_130504","深度學習在智慧醫療的應用","MDHH30095","2.00","陳翎"
"1122_130505","SAS 進階資料分析","MDHH30096","1.00","譚家惠"
"1122_130506","實務專題研討","MDHH30102","1.00","鄧宗業、黃心苑、郎慧珠、蒲正筠、李威儒、潘美連、陳翎、陳?宜"
"1122_130507","健康保險與醫療體系議題研討","MDHH30103","2.00","黃心苑"
"1122_130508","企業架構與專案管理在醫療資訊的應用","MDHH30104","2.00","潘美連"
"1122_130509","進階醫院專案管理實務應用","MDHH30105","1.00","李清池"
"1122_130510","醫院企劃管理","MDHH30067","2.00","李丞華"
"1122_130600","藥物交互作用","MDTM30047","1.00","蔡東湖"
"1122_130601","扶正的力量","MDTM30048","2.00","許中華"
"1122_130700","健康與長期照護保險制度","MDHW30003","2.00","李玉春、楊銘欽、張麗娟"
"1122_130701","SAS與SΡSS統計分析","MDHW30001","2.00","吳肖琪、簡麗年"
"1122_130703","福利政策專題討論","MDHW30020","2.00","周月清、簡麗年"
"1122_130704","社會流行病學","MDHW30017","2.00","喬芷、林文旭"
"1122_130705","藥事經濟學導論","MDHW30022","2.00","黃文鴻、蔡憶文、楊健明"
"1122_130706","公共衛生學","MDHW30008","2.00","許銘能、吳肖琪、喬芷、蔡憶文、林文旭、璩大成、李玉春、吳全峰"
"1122_130707","大型次級資料處理與分析","MDHW30037","2.00","簡麗年"
"1122_130708","閱讀、研究與寫作","MDHW30038","2.00","周月清"
"1122_130709","介入研究：發展與評估","MDHW30045","3.00","周月清"
"1122_130710","健康政策專題討論","MDHW30005","2.00","蔡憶文、喬芷、林文旭、藍凡耘"
"1122_130711","敘事醫學與口述歷史","MDHW30011","3.00","蔡篤堅"
"1122_130800","設施規劃","MDEO30074","2.00","紀凱獻"
"1122_130801","氣膠儀器分析","MDEO30027","2.00","紀凱獻"
"1122_130802","環境科學與風險專題討論(二)","MDEO30053","2.00","余國賓"
"1122_130803","環境科學與風險專題討論(四)","MDEO30055","2.00","余國賓"
"1122_130804","病媒管制研究設計","MDEO30060","2.00","王正雄"
"1122_130806","作業環境監測","MDEO30085","2.00","陳美蓮、黃鈺芳"
"1122_130807","環境與職業衛生的趨勢與展望(二)","MDEO30037","2.00","黃鈺芳、楊振昌、陳美蓮、余國賓、紀凱獻、潘文驥、張榮偉、李旻軒、郭憲文"
"1122_130808","環境與職業衛生的趨勢與展望(四)","MDEO30039","2.00","黃鈺芳、楊振昌、陳美蓮、余國賓、紀凱獻、潘文驥、張榮偉、李旻軒、郭憲文"
"1122_130809","職業衛生書報討論(二)","MDEO30070","2.00","紀凱獻、黃鈺芳、張榮偉"
"1122_130810","職業衛生書報討論(四)","MDEO30072","2.00","紀凱獻、黃鈺芳、張榮偉"
"1122_130811","新興環境流行病學專題討論(二)","MDEO30013","1.00","潘文驥"
"1122_130812","新興環境流行病學專題討論(四)","MDEO30015","1.00","潘文驥、郭憲文"
"1122_130815","R統計回歸模式於環境流行病學之應用","MDEO30001","3.00","潘文驥"
"1122_130816","風險評估","MDEO30078","2.00","張榮偉、黃鈺芳、郭憲文"
"1122_130818","職場健康管理","MDEO30063","2.00","王怡人、楊冠洋"
"1122_130819","半導體職業衛生","MDEO30090","2.00","李旻軒"
"1122_130820","醫學昆蟲與病媒防制","MDEO30077","2.00","王正雄"
"1122_130821","工業通風","MDEO30006","2.00","毛義方"
"1122_130822","室內空氣品質","MDEO30005","2.00","余國賓"
"1122_130823","工業安全工程","MDEO30009","2.00","余國賓"
"1122_130824","毒藥物環境流行病學專題討論(二)","MDEO30025","1.00","楊振昌"
"1122_130825","毒藥物環境流行病學專題討論(四)","MDEO30026","1.00","楊振昌"
"1122_130826","研究方法與論文寫作","MDEO30061","2.00","郭憲文"
"1122_130827","工業安全衛生法規","MDEO30008","2.00","毛義方"
"1122_130900","進階重症醫學","MDEC30015","2.00","鄭玫枝、楊振昌、陳理維、許瀚水、陽光耀、丁乾坤、林邑璁、宋思賢、江晨恩、吳義勇、彭殿王、李怡慧、陳肇文、張西川、王家弘、柯信國、黃獻皞、楊雀戀"
"1122_130901","研究報告初報","MDEC30011","1.00","鄭玫枝、陳理維、許瀚水、丁乾坤、林邑璁、宋思賢、劉嘉仁"
"1122_130902","研究進度報告","MDEC30012","1.00","鄭玫枝、陳理維、許瀚水、丁乾坤、林邑璁、宋思賢、劉嘉仁"
"1122_130904","臨床研究數據分析之理論與實作","MDEC30013","1.00","劉嘉仁"
"1122_130905","急重症感染學","MDEC30007","1.00","林邑璁、陳理維、鄭玫枝、馮長風、陳昕白、馮嘉毅、廖俊星、楊家瑞"
"1122_130906","急重症生理監測","MDEC30018","1.00","丁乾坤、王審之、沈靜慧、鄧惟濃、黃偉春、劉靖揚"
"1122_131000","生物醫學資訊學研究","MDBI30032","1.00","吳俊穎、巫坤品、黃宣誠、鍾翊方、張博論、王禹超、洪哲倫、黃彥華、林振慶、陳卓逸"
"1122_131001","生物醫學資訊學新知(二)","MDBI30090","0.00","黃宣誠、鍾翊方"
"1122_131002","生物醫學資訊專題討論(碩一A)","MDBI30028","1.00","林振慶、王禹超"
"1122_131003","生物醫學資訊專題討論(碩一B)","MDBI30029","1.00","黃彥華、巫坤品"
"1122_131004","生物醫學資訊專題討論(碩一C)","MDBI30076","1.00","陳卓逸、鍾翊方"
"1122_131005","生物醫學資訊學基礎(二)","MDBI30037","2.00","黃宣誠、巫坤品、鍾翊方、張博論、吳俊穎、王禹超、洪哲倫、林振慶"
"1122_131006","醫學概論","MDBI30059","2.00","郭冠良、楊慕華、吳俊穎、吳貞宜、鄭浩民"
"1122_131007","量化數據分析","MDBI30060","2.00","陳卓逸"
"1122_131008","資料科學基礎","MDBI30078","2.00","陳卓逸"
"1122_131009","抽象思考與演算法","MDBI30077","2.00","巫坤品"
"1122_131010","抽象思考與演算法","MDBI30077","2.00","巫坤品"
"1122_131011","資料探勘","MDBI30080","2.00","洪哲倫"
"1122_131012","深度學習於生醫資料分析","MDBI30020","2.00","黃彥華、鍾翊方、梁恭豪"
"1122_131013","生醫數據分析與實作","MDBI30043","3.00","林振慶、黃宣誠、王禹超"
"1122_131014","微菌叢與人類疾病","MDBI30014","2.00","吳俊穎、黃雪莉、鄭浩民、陳斯婷、高正彥、陳怡如、曾景鴻"
"1122_131015","系統生物學專題(二)","MDBI30050","2.00","黃宣誠、王禹超、林振慶、陳卓逸"
"1122_131016","醫學決策支援及專家系統","MDBI30058","2.00","張博論"
"1122_131017","智慧醫療與應用實例","MDBI30017","2.00","楊智傑"
"1122_131018","基因體信息資源與應用","MDBI30079","2.00","黃彥華"
"1122_131019","深度學習於生醫應用","MDBI30021","2.00","黃彥華、鍾翊方"
"1122_131020","臨床試驗資訊學","MDBI30051","2.00","楊永正"
"1122_131021","合成生物學專題","MDBI30010","2.00","鍾翊方"
"1122_131022","合成生物學實作","MDBI30012","2.00","鍾翊方"
"1122_131100","情緒神經科學","MDBS30013","2.00","林嘉澍"
"1122_131101","神經科技之應用","MDBS30049","2.00","待聘"
"1122_131102","非侵入性腦刺激:原理及臨床應用","MDBS30048","2.00","待聘"
"1122_131103","論文寫作與實務","MDBS30038","1.00","蔡金吾"
"1122_131104","生醫英文撰寫基礎","MDBS30023","3.00","鄭菡若、楊定一"
"1122_131105","精神疾病治療的方法與原理","MDBS30029","1.00","洪成志"
"1122_131106","光學顯微技術","MDBS30003","2.00","蔡金吾"
"1122_131107","機器學習概論與實作","MDBS30020","3.00","陳麗芬"
"1122_131108","憂鬱症:探討大腦及神經生理因子對於情緒疾患之形成及治療效應","MDBS30014","2.00","李正達"
"1122_131109","睡眠生理訊號判讀","MDBS30053","2.00","蔡欣融"
"1122_131110","睡眠生理心理學","MDBS30054","2.00","蔡欣融"
"1122_131111","智慧醫療的開發與應用(二)","MDBS30019","2.00","楊靜修"
"1122_131112","整合性睡眠醫學(二)","MDBS30015","3.00","楊靜修"
"1122_131113","專題討論(碩)","MDBS30007","1.00","楊智傑、鄭彥甫、陳麗芬、楊定一、楊靜修、盧俊良、蔡金吾、林嘉澍、陳永昇、鄭菡若、侯珮珊、蔡世仁、李怡慧、王署君、洪成志、劉祐岑、尼大衛、蔡欣融"
"1122_131114","腦科學概論","MDBS30033","3.00","鄭菡若、陳麗芬、楊定一、楊靜修、盧俊良、蔡金吾、楊智傑、李怡慧、洪成志"
"1122_131200","流行病學研究設計","MDIH30065","2.00","劉家軒、陳信任、莊宜芳"
"1122_131201","生物統計模式與資料分析","MDIH30064","2.00","陳瓊梅、林逸芬"
"1122_131202","社會流行病學","MDIH30027","2.00","喬芷、林文旭"
"1122_131203","職場衛生福利政策與管理","MDIH30051","2.00","藍凡耘"
"1122_131204","比較醫療照護體系","MDIH30021","2.00","黃心苑"
"1122_131205","氣膠科學: 從理論基礎到醫學與健康之應用","MDIH30049","2.00","余國賓"
"1122_131206","急重疫病危機管理","MDIH30018","2.00","顏慕庸"
"1122_131207","基礎統計學與Stata","MDIH30016","1.00","關艾琛"
"1122_131209","因果推論與影響性評估","MDIH30053","2.00","梁立霖"
"1122_131210","癌症流行病學","MDIH30070","2.00","劉家軒"
"1122_131211","健康行為與促進","MDIH30004","2.00","陳信任"
"1122_131212","青少年健康行為概論","MDIH30036","1.00","林文旭"
"1122_131213","國際衛生專題討論(碩)","MDIH30015","2.00","衛雅樂、黃心苑、黃嵩立、蒲正筠、梁立霖、黃宣穎、陳信任、嵇達德、莊宜芳、劉家軒"
"1122_131214","國際衛生專題討論(博)","MDIH30057","2.00","衛雅樂、黃心苑、黃嵩立、蒲正筠、梁立霖、黃宣穎、陳信任、嵇達德、莊宜芳、劉家軒"
"1122_131215","感染與應用腫瘤免疫學","MDIH30050","2.00","廖皎君"
"1122_131216","人道危機與發展: 國際組織和非政府組織的作用與挑戰","MDIH30067","2.00","王詩潔"
"1122_131217","傳染病流行病學、經濟學和政策","MDIH30068","2.00","范鈺梅"
"1122_131218","環境流行病學","MDIH30069","2.00","潘文驥"
"1122_131220","醫學寄生蟲流行病學","MDIH30035","2.00","嵇達德"
"1122_131221","智慧醫療與產業應用","MDIH30020","2.00","陳翎、唐高駿"
"1122_131300","公共衛生實務討論(二)","MDPH30020","1.00","莊宜芳"
"1122_131301","公共衛生實務實習","MDPH30021","3.00","莊宜芳"
"1122_131400","臨床牙醫學專題討論(二)(碩士班)","DEDE30035","2.00","楊政杰、洪善鈴、李士元、季麟揚、張國威、黃何雄、許明倫、林元敏、林嘉澍、陳恆理、吳靜宜、林宥成、王鼎涵、張婷菡、賴玉玲、洪凱風、楊淑芬、董愛康、吳姿瑩、何怡青"
"1122_131401","解讀牙科研究與數據分析","DEDE30042","2.00","林伯彥、王鼎涵"
"1122_131402","口腔骨工程學","DEDE30009","2.00","陳恆理"
"1122_131403","推測牙醫學","DEDE30113","2.00","顧廣毅、林元敏、林嘉澍"
"1122_131404","口腔醫學檢驗技術概論","DEDE30011","2.00","王鼎涵"
"1122_131405","咀嚼與吞嚥概論","DEDE30012","1.00","王鼎涵"
"1122_131406","口腔顏面疼痛與神經科學","DEDE30008","2.00","林嘉澍"
"1122_131407","高等口腔病理學(含臨床病理討論)","DEDE30107","2.00","張國威、楊政杰、涂曦丰、吳靜宜、張婷菡、劉崇基、羅文良、劉宗榮、洪凱風、洪佩詩"
"1122_131408","應用生物統計學","DEDE30014","2.00","季麟揚、吳秀英、林伯彥"
"1122_131409","牙科材料機械性質","DEDE30015","1.00","黃何雄"
"1122_131410","科學論文寫作","DEDE30112","2.00","張婷菡、喻大有"
"1122_131411","高等牙周病學-組織重建篇","DEDE30084","2.00","賴玉玲、陳恆理、董醒任、陳彥廷、林怡君、陳軒弘"
"1122_131412","高等牙髓病學-診斷治療篇","DEDE30097","2.00","楊淑芬、徐永儀、黃妙玨、陳誼安、李亞芸、白勝方、何怡青、郭恬君、林漢星、闕玲惠、陳益貞、林慧青、黃裕文、錢正原、蔡佳倫、王友志"
"1122_131413","高等牙髓病學(四)","DEDE30096","1.00","楊淑芬、徐永儀、謝松志、陳誼安、李亞芸、白勝方、林伯彥、何怡青、郭恬君、林漢星、闕玲惠、陳益貞、黃裕文、蔡佳倫"
"1122_131414","高等預防牙醫學-口腔衛生政策","DEDE30048","2.00","季麟揚"
"1122_131415","高等贗復牙科學-固定補綴篇","DEDE30057","2.00","許明倫、李士元、董愛康"
"1122_131416","高等齒顎矯正學—診斷與治療計劃單元","DEDE30075","2.00","吳姿瑩"
"1122_131417","一般牙醫學-預防牙醫","DEDE30001","3.00","李士元、吳靜宜、周怡江、吳詩韻"
"1122_131418","臨床口腔癌化特論(一)","DEDE30037","2.00","涂曦丰、黎萬君、楊政杰、林宥成、洪佩詩"
"1122_131500","高等細胞與分子生物學","DEOB30021","2.00","林怡?、林姝君、洪善鈴、羅正汎、黎萬君、涂曦丰、吳靜宜、洪凱風"
"1122_131501","口腔生物學專題討論(博)","DEOB30002","1.00","黎萬君、林姝君、洪善鈴、羅正汎、黃何雄、陳恆理、涂曦丰、吳靜宜、林怡?、林宥成、王鼎涵、張婷菡、林榮辰、洪佩詩"
"1122_131502","口腔生物學專題討論(碩)","DEOB30003","1.00","林怡?、林姝君、洪善鈴、羅正汎、黃何雄、黎萬君、陳恆理、涂曦丰、吳靜宜、林宥成、王鼎涵、張婷菡、林榮辰、洪佩詩"
"1122_131503","口腔腫瘤分子特論","DEOB30005","2.00","林姝君、黎萬君、涂曦丰、林宥成、洪佩詩"
"1122_131504","組織學與口腔醫學研究","DEOB30017","2.00","林怡?"
"1122_131505","學產研人才培訓先修概論","DEOB30010","2.00","黎萬君、林怡?"
"1122_131506","口腔分子免疫學","DEOB30026","1.00","羅正汎"
"1122_131507","基礎免疫學","DEOB30027","1.00","林榮辰"
"1122_131508","腫瘤生物學","DEOB30018","2.00","黎萬君"
"1122_131509","癌症生物技術","DEOB30014","1.00","洪佩詩"
"1122_131600","口腔組織工程與生技材料專題討論","DETM30002","2.00","林元敏、李士元"
"1122_131601","牙醫生物資訊與數據擷取導論","DETM30004","2.00","林宥成"
"1122_131700","進階內外科護理學(二)","NSCN30058","3.00","邱愛富、孫秀卿、陳俞琪、廖媛美、黃淑鶴、侯宜菁、陳律言"
"1122_131701","進階心理健康護理學(二)","NSCN30065","3.00","張秀如、許樹珍、楊秋月"
"1122_131702","進階婦兒科護理學(二)","NSCN30054","3.00","劉佩青、黃久美、蔡慈儀、穆佩芬、陳紀雯、馮容莊"
"1122_131703","進階內外科護理學實習(一)","NSCN30059","3.00","邱愛富、孫秀卿、陳俞琪、廖媛美、黃淑鶴、陳律言"
"1122_131704","長期照護學實習(二)","NSCN30076","3.00","楊曼華"
"1122_131705","進階內外科護理學實習(二)","NSDN30065","3.00","邱愛富、孫秀卿、陳俞琪、廖媛美、童恒新、胡慧蘭、黃淑鶴、陳律言"
"1122_131706","進階心理健康護理學實習(二)","NSCN30067","3.00","楊秋月"
"1122_131707","進階婦兒科護理學實習(二)","NSCN30056","3.00","劉佩青、黃久美、蔡慈儀、陳紀雯"
"1122_131708","高齡持續性照護與長照機構管理","NSCN30084","3.00","楊曼華、張博論、王子芳、陳怡如、邱愛富、林承霈、林麗嬋、陳瑛瑛、杜敏世、張淑卿"
"1122_131709","遺傳諮詢","NSCN30070","2.00","陳持平"
"1122_131710","症狀評估與處置專題討論","NSCN30034","1.00","廖媛美"
"1122_131711","心血管護理專題討論(一)","NSCN30023","1.00","邱愛富"
"1122_131712","護理研究","NSCN30045","3.00","楊秋月、黃子庭、孫秀卿、王子芳、許樹珍、陳俞琪、蔡慈儀、劉影梅、簡莉盈、穆佩芬、李亭亭、胡慧蘭、黃淑鶴、周承珍、林承霈"
"1122_131713","實證醫學與疼痛處置","NSCN30085","2.00","鄒樂起"
"1122_131714","現象學研究法與應用","NSCN30088","1.00","穆佩芬"
"1122_131715","Q方法應用與發表即戰力培養","NSCN30082","2.00","黃久美"
"1122_131716","跨文化進階護理角色與功能","NSCN30087","2.00","陳律言"
"1122_131800","社區健康創新實踐與評值","NSCH30026","3.00","簡莉盈、黃子庭、許樹珍、劉影梅、周承珍、林承霈"
"1122_131801","社區健康創新實踐與評值實習","NSCH30027","3.00","林承霈、黃子庭、許樹珍、劉影梅、簡莉盈、周承珍"
"1122_131802","進階社區護理學實習(二)","NSCH30039","3.00","林承霈、黃子庭、許樹珍、劉影梅、簡莉盈、周承珍"
"1122_131803","健康照護創新設計","NSCH30047","1.00","劉影梅、簡莉盈"
"1122_131804","護理情境英文與溝通","NSCH30049","2.00","林承霈、黃子庭、陳律言"
"1122_131805","醫療決策專題討論","NSCH30043","1.00","許樹珍"
"1122_131806","認知健康促進專題討論(二)","NSCH30033","1.00","周承珍"
"1122_131807","社區老人健康照護","NSCH30053","2.00","林麗華、陳亮恭、簡莉盈、彭莉甯、林金立"
"1122_131900","生物藥學特論","PSBP30019","2.00","張牧新、蘇瑀、王緯書、黃奇英、林邑璁、金翠庭、賴峻毅、蕭明熙、葛謹、曾才郁"
"1122_131901","生物藥學專題討論","PSBP30014","1.00","金翠庭、胡瑜峰、蘇瑀、黃奇英、何國牟、張牧新"
"1122_131902","生技新藥專題討論","PSBP30021","1.00","金翠庭、胡瑜峰、蘇瑀、黃奇英、何國牟、張牧新"
"1122_131903","幹細胞概論","PSBP30039","2.00","莊明熙、林珀丞、廖秀容"
"1122_131906","微米及奈米科技在疾病的診斷與治療","PSBP30007","1.00","李利"
"1122_131907","模式生物於藥物開發的應用","PSBP30012","2.00","金翠庭、俞震亞、許?麟、何國牟、鄭菡若"
"1122_131909","藥物細胞生物學: 從基礎到應用","PSBP30023","2.00","蘇瑀、李新城、黃奇英、何國牟、張牧新、MartinSieber、朱業修"
"1122_131910","天然物安全性與健康效益之轉譯評估","PSBP30002","2.00","翁芸芳、阮琪昌、林怡君、何橈通、陳瑞明、王銘富、王靜瓊、蕭永基、陳勁初、陳甘霖"
"1122_131911","基因編輯技術於疾病治療的新策略","PSBP30034","2.00","何國牟"
"1122_132000","臨床研究設計","PSPM30051","2.00","王孟廷"
"1122_132001","生藥暨中藥藥物學(二)","PSPM30050","2.00","陳日榮、廖家慶、朱益成"
"1122_132002","藥劑學(一)","PSPM30035","2.00","胡德民、駱雨利"
"1122_132003","藥理學(二)","PSPM30025","2.20","林滿玉、李新城、駱雨利、康照洲、黃自強、嚴錦城、王湘翠、林怡君、楊志新、藍耿欣、沈郁強"
"1122_132004","藥物化學(二)","PSPM30028","3.00","陳惠亭、陳傳霖、蘇溶真、簡敦誠"
"1122_132005","藥物分析","PSPM30026","4.00","廖曉偉、陳日榮、林宥欣、楊登傑、廖韋晴、魏國?"
"1122_132006","生物藥劑學","PSPM30013","3.00","胡德民、徐立峰"
"1122_132007","生物製劑","PSPM30014","2.00","蘇瑀、黃奇英、黃雪莉、胡德民、何國牟、呂春敏、姜紹青、顏厥全、蒲若芳、張連成、王浩元、蕭樑材"
"1122_132008","應用藥物科學","PSPM30007","2.00","廖曉偉、胡德民、陳日榮、林宥欣、陳惠亭、蘇溶真"
"1122_132009","臨床藥學專科實習(一)","PSPM30022","3.00","張豫立"
"1122_132010","健康資料分析與應用","PSPM30001","2.00","東雅惠、許家禎"
"1122_132011","進階藥物遞送研究法","PSPM30039","2.00","林宥欣、胡德民"
"1122_132012","先導藥物分析技術","PSPM30002","3.00","廖曉偉、陳日榮"
"1122_132014","藥物基因體學與臨床應用","PSPM30032","1.00","陳寬軒、陳世彬、余文鍾、王笙帆"
"1122_132015","專題討論","PSPM30005","1.00","胡德民、林滿玉、康照洲、陳日榮、林宥欣、陳惠亭、廖曉偉、蘇溶真"
"1122_132016","癌症標靶治療特論","PSPM30018","2.00","蘇溶真、陳惠亭"
"1122_132017","專題討論","PSPM30005","1.00","陳謄州、王孟廷、姜紹青、東雅惠、許銘能、周月卿、張豫立、陳寬軒、鄒嘉玲、許家禎、周千瀅、何沁沁、王笙帆"
"1122_132100","基礎毒理學書報討論 (四)","PSFS30004","0.00","廖伯霖"
"1122_132101","安全性評估: 應用與實務","PSFS30006","2.00","廖伯霖"
"1122_132102","食品安全流行病學","PSFS30037","2.00","林怡君、東雅惠、楊迎緋、連耿汶"
"1122_132103","食品加工與安全書報討論 (四)","PSFS30046","0.00","楊登傑"
"1122_132104","食品加工與製造管理(含食品添加物)","PSFS30051","2.00","楊登傑"
"1122_132105","食品危害分析與管理","PSFS30031","2.00","楊登傑"
"1122_132106","新興毒物之評估","PSFS30010","2.00","廖伯霖、王湘翠、林怡君、林嬪嬪、劉宗榮"
"1122_132107","食品安全風險評估實務","PSFS30041","1.00","林怡君"
